ID,-,000,2004,2005,analysts,bank,budget,business,chief,china,companies,company,country,deal,december,demand,dollar,economic,economy,europe,european,euros,expected,financial,firm,firms,foreign,government,group,growth,interest,investment,jobs,market,months,oil,people,president,prices,profits,quarter,rate,rates,rise,sales,shares,spending,stock,tax,three,time,told,uk,will,year,years,yukos,actor,album,award,awards,band,bbc,best,british,film,including,music,number,song,star,top,tv,won,bill,blair,blunkett,britain,brown,chancellor,election,general,howard,labour,law,leader,lord,minister,ministers,mps,party,plans,police,prime,public,report,secretary,spokesman,tony,tories,tory,work,arsenal,boss,chance,chelsea,club,coach,cup,don,england,final,football,france,game,games,goal,going,good,great,injury,ireland,league,liverpool,manager,match,minutes,olympic,play,players,race,season,second,side,sport,start,team,united,ve,wales,well,win,2,access,broadband,computer,content,data,digital,help,industry,internet,media,microsoft,mobile,net,news,online,phone,phones,search,security,service,services,site,sites,software,system,technology,users,video,web,website,class
1226,0.492721,1.082249,0,0,1.875676,0,0,0,0,0,0,1.371141,1.615958,0,0,0,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,0,1.93408,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0,0.569145,0,0,0,0,0,0,0,1.241953,0,1.725218,0,0,0,0,0,0,0,1.777887,0,0,0,0,1.973252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.503834,1.997863,2.363166,0,1.997863,0,2.308773,2.006265,2.295817,0,0,2.01477,0,1.889822,2.335436,0,2.80243,0,0,0,0,2.539387,0,0,0,1.790156,2.125911,2.167305,0,tech
1227,0,0,1.777887,0,0,0,0,1.926505,0,0,0,0,0,0,0,2.096411,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422193,0,0,1.214444,0,0,0,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,2.308773,0,0,0,0,2.521383,0,0,0,0,0,0,2.04093,0,0,0,0,0,0,tech
1228,0.492721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377458,0,0,0,0,0,0,0,1.93408,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,1.028656,0.28739,0,0,0,0,0,0,0,0,0,0,1.725218,1.868709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25834,0,1.997863,2.363166,0,1.997863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,tech
1229,0,0,0,0,0,0,0,1.926505,0,0,1.573936,0,0,0,0,0,0,0,0,0,1.771834,0,0,0,0,2.006265,0,0,0,1.748134,2.125911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.521383,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,0,0,0,1.93408,0,0,1.848221,0,0,0,0,0,0,0,0,0,2.068115,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,1.601666,0,0,0,1.997863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04093,2.246285,1.765832,0,0,0,0,tech
1230,0.492721,1.082249,1.777887,0,0,0,0,0,0,0,0,1.371141,0,0,0,0,0,0,0,2.222787,0,0,1.919011,0,1.354438,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,1.214444,0.860906,0,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.790156,0,0,2.04093,tech
1231,0.492721,1.082249,0,0,0,0,0,1.926505,0,0,1.573936,1.371141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926505,0,0,0,0,0,1.93408,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,0,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,2.006265,0,0,0,0,0,0,0,2.521383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,2.068115,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,1.49684,0,0,0,0,1.997863,0,0,0,2.115938,0,0,2.295817,0,0,0,1.981359,0,0,0,2.80243,0,0,2.222787,0,2.539387,2.04093,0,0,0,0,2.167305,2.04093,tech
1232,0.492721,1.082249,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,0,0,2.222787,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,1.214444,0,0,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.973252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,2.178052,0,0,0,0,0,0,0,0,0,1.997863,2.115938,0,0,0,0,2.308773,0,0,0,2.335436,2.521383,0,0,0,0,0,2.539387,0,0,0,1.790156,0,0,0,tech
1233,0,0,0,2.058934,0,0,0,0,1.771834,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214444,0,1.06682,0,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,1.40226,1.611161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,2.115938,0,0,0,0,0,0,0,0,2.503834,1.997863,2.363166,2.222787,1.997863,0,0,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,2.125911,0,0,tech
1234,0.492721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178052,0,0,0,0,0,0,1.997863,0,2.222787,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,tech
1235,0.492721,0,1.777887,2.058934,0,0,0,0,1.771834,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,2.006265,0,0,0,0,0,0,0,1.334911,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465148,2.521383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,1.997863,0,0,0,0,0,2.006265,0,2.363166,0,0,0,0,0,0,2.80243,2.521383,0,0,0,0,2.04093,2.246285,0,1.790156,0,2.167305,0,tech
1236,0,1.082249,0,2.058934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0.777109,0,2.068115,0,0,0,0,0,0,0,0,0,0,1.214444,0,0,1.028656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,2.503834,0,0,0,0,2.115938,0,2.006265,0,0,0,2.01477,1.981359,0,2.335436,0,0,0,2.0321,0,0,0,0,0,0,1.790156,0,0,0,tech
1237,0,1.082249,0,0,0,0,0,0,1.771834,0,0,1.371141,0,0,0,0,0,0,0,0,0,0,0,1.965238,0,0,0,0,0,0,2.125911,0,0,0,0,2.106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,2.222787,0,0,2.04093,2.246285,0,1.790156,0,0,0,tech
1238,0,1.082249,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,0,1.93408,0,0,2.246285,0,0,0,2.200058,0,0,0,0,0,0,0,0,0.860906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,2.503834,0,0,2.222787,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tech
1239,0.492721,0,0,0,0,0,0,0,0,0,0,1.371141,0,0,0,0,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,1.214444,0,0,0,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,1.40226,1.611161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125911,0,0,tech
1240,0,1.082249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334911,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,0,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,1.660693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611161,0,0,0,0,0,0,0,0,0,0,0,0,1.911598,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,1.997863,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tech
1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354438,2.006265,0,0,1.926505,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01477,0,1.889822,0,0,0,2.521383,2.0321,0,0,0,0,0,0,0,0,2.167305,0,tech
1242,0,0,0,0,0,2.006265,0,0,0,0,0,1.371141,0,0,0,0,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,1.028656,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335436,0,0,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997863,0,0,0,2.115938,0,0,0,2.363166,0,2.01477,1.981359,0,0,0,0,0,0,0,2.406958,0,0,0,0,1.790156,0,2.167305,2.04093,tech
1243,0.492721,0,0,0,0,0,0,0,0,0,1.573936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125911,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,2.0321,0,0,0,1.40226,0,0,0,0,0,0,0,0,0,0,2.115938,2.295817,0,1.911598,1.578481,0,0,0,0,2.04093,2.115938,0,0,0,2.486718,1.49684,0,0,0,0,0,0,2.222787,0,0,0,0,2.295817,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,2.246285,1.765832,0,2.125911,0,0,tech
1244,0.492721,1.082249,0,0,0,0,0,1.926505,0,0,1.573936,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,1.028656,0,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308773,0,0,2.363166,0,0,0,0,0,0,0,0,0,0,0,0,2.04093,2.246285,0,0,0,0,0,tech
1245,0,0,0,0,0,0,0,1.926505,0,0,1.573936,0,0,0,0,0,0,0,0,2.222787,1.771834,0,0,1.965238,0,2.006265,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997863,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,2.04093,0,0,0,0,0,0,tech
1246,0.492721,1.082249,0,0,0,2.006265,0,0,0,0,1.573936,0,0,2.13603,0,0,0,0,0,0,0,0,0,1.965238,1.354438,2.006265,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,1.241953,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,2.25834,0,1.997863,0,0,1.997863,0,0,2.006265,0,0,0,2.01477,1.981359,1.889822,2.335436,2.521383,0,2.521383,2.0321,0,0,0,2.04093,0,1.765832,1.790156,0,0,2.04093,tech
1247,0.492721,0,0,0,0,0,0,1.926505,0,0,1.573936,1.371141,0,0,0,2.096411,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,1.334911,0,0,0.777109,2.246285,0,0,0,2.200058,2.308773,1.965238,0,0,0,0,0,1.214444,0.860906,0,1.028656,0.28739,0.569145,0,0,0,0,0,0,2.308773,0,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335436,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,2.295817,2.25834,2.503834,1.997863,0,2.222787,0,0,2.308773,2.006265,0,0,2.308773,0,0,0,2.335436,0,0,0,2.0321,2.222787,0,0,0,2.246285,1.765832,1.790156,2.125911,0,0,tech
1248,0.492721,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,2.200058,0,0,0,0,0,0,0,0,0,1.06682,0,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25834,0,0,0,0,0,2.25834,0,0,0,0,1.997863,2.115938,0,0,0,0,2.308773,2.01477,1.981359,0,0,2.521383,0,0,2.0321,0,0,0,0,0,1.765832,0,0,0,2.04093,tech
1249,0,1.082249,1.777887,2.058934,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,2.006265,0,1.130708,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635485,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25834,0,1.997863,0,0,0,2.115938,0,2.006265,0,0,2.308773,0,0,0,0,2.521383,0,2.521383,2.0321,0,2.406958,0,2.04093,0,0,1.790156,0,0,0,tech
1250,0,1.082249,0,2.058934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377458,0,0,0,0,0,0,0,0,0,0.777109,2.246285,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,0,0,0,0.978911,0,0,0,0,0,0,1.241953,0,0,0,2.006265,0,0,0,0,0,0,1.465148,0,0,0,0,0,0,0,0,0,0,0,1.957317,0,0,0,0,0,0,0,0,1.848221,2.321977,0,1.981359,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,2.25834,0,0,0,0,0,2.115938,0,0,2.295817,0,0,0,1.981359,1.889822,0,0,0,0,2.0321,0,0,2.539387,0,0,0,1.790156,0,0,2.04093,tech
1251,0.492721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115938,0,2.006265,0,2.363166,0,0,0,1.889822,0,0,0,2.521383,0,0,0,0,2.04093,0,0,1.790156,0,0,0,tech
1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,1.334911,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,tech
1253,0,1.082249,1.777887,0,0,0,0,0,0,0,0,0,0,0,2.146299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334911,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569145,0,0,0,0,0,0,0,0,0,0,1.868709,0,0,1.556047,0,0,0,1.777887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,2.25834,0,0,2.363166,0,0,0,2.308773,0,0,0,0,0,0,1.889822,0,0,0,0,0,0,2.406958,2.539387,0,2.246285,0,0,0,0,2.04093,tech
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997863,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,2.521383,0,0,0,0,0,0,0,1.790156,0,0,0,tech
1255,0.492721,0,1.777887,2.058934,1.875676,0,0,0,0,0,0,1.371141,0,2.13603,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,1.748134,0,0,0,1.334911,1.93408,0,0.777109,0,2.068115,0,0,0,0,0,2.106105,0,0,0,0,0,0,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,1.241953,0,0,0,0,1.660693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,1.578481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997863,0,2.308773,2.006265,0,0,2.308773,2.01477,1.981359,1.889822,2.335436,2.521383,0,0,0,2.222787,0,0,2.04093,0,0,0,0,0,2.04093,tech
1256,0.492721,1.082249,0,0,0,0,0,1.926505,1.771834,0,1.573936,1.371141,0,0,0,2.096411,0,0,0,2.222787,1.771834,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,2.049874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,2.25834,0,1.997863,0,2.222787,1.997863,0,2.308773,0,0,2.363166,2.308773,2.01477,0,0,2.335436,0,0,0,2.0321,2.222787,0,0,0,0,1.765832,1.790156,0,0,0,tech
1257,0.492721,1.082249,0,0,0,0,0,0,1.771834,0,0,1.371141,0,0,0,0,0,0,0,0,0,0,0,0,1.354438,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,2.25834,0,0,0,0,0,0,0,2.006265,0,0,2.308773,2.01477,0,0,2.335436,2.521383,0,0,2.0321,2.222787,0,0,2.04093,2.246285,0,1.790156,2.125911,0,0,tech
